RT,Accuracy,Condition,SubjectID,Subjects_session,Unique_Session,Noisetimes,Intertrial,Stimtime,Spatial_frequencies,Random_rotations,Speed_cutoff,Given_feedback,N200amplitudes,N200latencies,RemoveN200,RemoveRT,Training,Artifact
NaN,NaN,2,166,2,46,0.675,1.7453,2.5167,2.6,141.54,1,2,NaN,NaN,1,0,1,0
NaN,NaN,2,166,2,46,0.6,1.8091,2.1583,2.4,63.868,1,1,NaN,NaN,1,0,1,0
NaN,NaN,2,166,2,46,0.6,1.6436,2.575,2.4,33.905,1,1,NaN,NaN,0,0,0,0
NaN,NaN,2,166,2,46,0.975,1.592,2.875,2.6,54.126,1,2,NaN,NaN,1,0,1,0
NaN,NaN,2,166,2,46,0.875,1.9573,2.5167,2.4,291.98,1,1,NaN,NaN,1,0,0,0
0.66504,1,2,166,2,46,0.85,1.9294,2.6,2.4,220.27,1,2,-35.365,0.16211,0,0,1,0
0.76758,0,2,166,2,46,0.95,1.8942,2.6833,2.4,349.91,1,1,-33.738,0.27148,0,0,1,0
NaN,NaN,2,166,2,46,0.75,1.8158,2.2833,2.4,297.85,1,2,NaN,NaN,1,0,1,1
0.56934,0,2,166,2,46,0.65,1.985,2.225,2.4,131.51,1,1,-40.266,0.24219,0,0,1,0
NaN,NaN,2,166,2,46,0.825,1.6494,2.7583,2.6,53.08,1,2,NaN,NaN,0,0,0,0
NaN,NaN,2,166,2,46,0.825,1.6844,2.4333,2.6,298.04,1,2,NaN,NaN,0,0,0,0
NaN,NaN,2,166,2,46,0.725,1.8843,2.5583,2.4,352.34,1,1,NaN,NaN,0,0,0,0
0.70703,0,2,166,2,46,0.525,1.5821,2.075,2.4,41.141,1,1,-62.642,0.23828,0,0,1,0
0.97461,0,2,166,2,46,0.975,1.5993,2.975,2.4,245.75,1,1,-48.93,0.2168,0,0,1,0
NaN,NaN,2,166,2,46,0.9,1.8759,2.6583,2.4,139.24,1,2,NaN,NaN,1,0,1,0
NaN,NaN,2,166,2,46,1,1.8126,2.5333,2.4,99.026,1,2,NaN,NaN,1,0,1,0
NaN,NaN,2,166,2,46,0.95,1.5445,2.6083,2.6,269.66,1,2,NaN,NaN,0,0,0,0
0.91797,1,2,166,2,46,0.625,1.5472,2.4167,2.6,139.44,1,2,-57.837,0.24219,0,0,1,0
NaN,NaN,2,166,2,46,0.775,1.8819,2.575,2.6,257.86,1,1,NaN,NaN,1,0,0,0
0.58789,1,2,166,2,46,0.85,1.653,2.6333,2.6,201.16,1,2,-36.919,0.20703,0,0,1,0
0.69727,1,2,166,2,46,0.575,1.8342,2.1,2.4,326.61,1,2,-17.844,0.25781,0,0,1,0
0.65137,1,2,166,2,46,0.525,1.9975,2.2417,2.6,194.98,1,2,-24.292,0.2627,0,0,1,0
NaN,NaN,2,166,2,46,0.55,1.7472,2.4667,2.4,102.29,1,1,NaN,NaN,0,0,0,0
0.63281,1,2,166,2,46,0.55,1.8273,2.075,2.6,233.71,1,2,-13.507,0.15039,0,0,1,0
0.62598,0,2,166,2,46,0.8,1.6845,2.4,2.4,265.78,1,1,-6.2116,0.24414,0,0,1,0
NaN,NaN,2,166,2,46,0.975,1.901,2.55,2.6,34.429,1,1,NaN,NaN,1,0,1,0
0.6416,0,2,166,2,46,0.9,1.5475,2.5417,2.4,270.27,1,1,-26.92,0.25684,0,0,1,0
NaN,NaN,2,166,2,46,0.55,1.93,2.0917,2.4,81.769,1,2,NaN,NaN,1,0,1,0
1.1113,1,2,166,2,46,0.6,1.5521,2.2333,2.4,142.02,0,0,-42.49,0.24316,0,0,1,0
0.70605,1,2,166,2,46,0.675,1.8156,2.4333,2.6,98.269,1,2,-14.022,0.19531,0,0,1,0
NaN,NaN,2,166,2,46,0.8,1.7558,2.5,2.6,333.13,1,2,NaN,NaN,1,0,0,0
0.86621,0,2,166,2,46,0.625,1.569,2.525,2.4,211.18,1,1,5.2721,0.25195,0,0,1,0
0.79102,1,2,166,2,46,0.775,1.9772,2.4417,2.6,53.774,1,2,-34.351,0.18457,0,0,1,0
0.58105,1,2,166,2,46,0.75,1.8708,2.3333,2.6,0.091753,1,2,-34.128,0.21387,0,0,1,0
NaN,NaN,2,166,2,46,0.925,1.5453,2.9,2.6,167.8,1,2,NaN,NaN,0,0,0,0
NaN,NaN,2,166,2,46,0.5,1.8517,2.2833,2.6,162.15,1,2,NaN,NaN,1,0,1,0
0.73535,1,2,166,2,46,0.875,1.6766,2.85,2.6,240.77,1,2,-55.834,0.24902,0,0,1,0
NaN,NaN,2,166,2,46,0.825,1.9634,2.8167,2.6,313.6,0,0,NaN,NaN,0,0,0,0
0.76758,1,2,166,2,46,0.875,1.8602,2.6167,2.4,215.7,1,2,-26.117,0.2168,0,0,1,0
0.47559,0,1,166,2,46,0.6,1.5939,2.2,2.4,5.3711,1,1,-57.576,0.24121,0,0,1,0
0.50098,1,1,166,2,46,0.9,1.7657,2.7167,2.4,259.37,1,2,-22.238,0.19434,0,0,1,0
0.60547,1,1,166,2,46,0.95,1.8454,2.9417,2.4,122.65,0,0,-24.705,0.19434,0,0,1,0
0.5166,1,1,166,2,46,0.725,1.6501,2.5417,2.6,337.06,1,2,-43.284,0.24707,0,0,1,0
NaN,NaN,1,166,2,46,0.9,1.5938,2.8417,2.4,137.74,1,2,NaN,NaN,1,1,1,0
NaN,NaN,1,166,2,46,0.6,1.7858,2.6,2.6,164.66,1,2,NaN,NaN,0,1,1,0
0.46484,0,1,166,2,46,0.925,1.5849,2.6417,2.4,11.876,1,1,-36.892,0.21973,0,0,1,0
0.85742,1,1,166,2,46,0.575,1.6109,2.475,2.6,228.2,0,0,-7.6283,0.2168,0,0,1,0
0.4873,1,1,166,2,46,0.85,1.67,2.8,2.6,52.126,1,2,-15.803,0.22656,0,0,1,0
0.46191,1,1,166,2,46,0.5,1.7776,2.125,2.4,345.93,1,2,-49.008,0.25586,0,0,1,0
NaN,NaN,1,166,2,46,0.525,1.8847,2.05,2.4,139.84,1,2,NaN,NaN,1,0,1,0
0.38965,1,1,166,2,46,0.775,1.5771,2.4167,2.4,55.015,1,2,-54.896,0.13379,0,0,1,0
0.64453,1,1,166,2,46,0.7,1.8874,2.425,2.4,196.7,0,0,-20.539,0.18555,0,0,1,0
0.37891,1,1,166,2,46,0.8,1.7546,2.6417,2.6,336.04,1,2,-56.674,0.16309,0,0,1,0
NaN,NaN,1,166,2,46,0.7,1.7454,2.6583,2.6,138.94,1,1,NaN,NaN,1,0,0,0
0.38086,1,1,166,2,46,0.725,1.9378,2.55,2.6,13.411,1,2,-34.264,0.2334,0,0,1,0
NaN,NaN,1,166,2,46,0.775,1.5276,2.4417,2.4,139.19,1,1,NaN,NaN,0,1,1,0
0.66797,1,1,166,2,46,0.575,1.8734,2.4333,2.6,254.05,0,0,-26.484,0.2168,0,0,1,0
0.54199,0,1,166,2,46,0.975,1.8644,2.8583,2.6,332.04,0,0,-30.313,0.25586,0,0,1,0
NaN,NaN,1,166,2,46,0.8,1.9249,2.7167,2.6,25.66,1,2,NaN,NaN,0,1,1,0
0.35156,0,1,166,2,46,0.8,1.9094,2.675,2.4,80.563,1,1,-70.06,0.2334,0,0,1,0
NaN,NaN,1,166,2,46,0.9,1.6534,2.6417,2.6,66.833,1,2,NaN,NaN,1,0,1,0
NaN,NaN,1,166,2,46,0.675,1.8237,2.5167,2.4,127.38,1,1,NaN,NaN,1,1,1,0
NaN,NaN,1,166,2,46,0.55,1.7143,2.4333,2.6,326.34,1,2,NaN,NaN,1,0,1,0
NaN,NaN,1,166,2,46,0.875,1.9681,2.6833,2.6,194.32,1,1,NaN,NaN,1,1,1,0
0.53027,1,1,166,2,46,0.525,1.9337,2.5083,2.4,88.985,0,0,-47.119,0.16699,0,0,1,0
NaN,NaN,1,166,2,46,0.575,1.8714,2.3,2.4,155.37,1,1,NaN,NaN,0,1,1,0
NaN,NaN,1,166,2,46,1,1.9196,2.6917,2.4,314.89,1,2,NaN,NaN,0,0,0,0
0.40625,1,1,166,2,46,0.525,1.8336,2.4917,2.6,245.46,1,2,-3.0011,0.19141,0,0,1,0
0.45117,1,1,166,2,46,0.775,1.8671,2.2917,2.6,293.16,1,2,-41.847,0.25684,0,0,1,0
0.43359,1,1,166,2,46,0.95,1.6384,2.6083,2.4,44.631,1,2,-23.631,0.24805,0,0,1,0
0.36426,1,1,166,2,46,0.825,1.8137,2.35,2.4,183.09,1,2,-33.879,0.19824,0,0,1,0
NaN,NaN,1,166,2,46,0.775,1.6407,2.7667,2.4,295.64,1,2,NaN,NaN,0,1,1,0
NaN,NaN,1,166,2,46,0.55,1.547,2.0917,2.6,106.32,1,2,NaN,NaN,0,1,1,0
NaN,NaN,1,166,2,46,0.65,1.8317,2.3667,2.6,330.36,1,1,NaN,NaN,0,0,0,0
NaN,NaN,1,166,2,46,0.65,1.9529,2.5917,2.4,198.08,1,1,NaN,NaN,1,0,1,0
NaN,NaN,1,166,2,46,0.95,1.8878,2.95,2.4,342.41,1,1,NaN,NaN,0,1,1,0
0.52734,1,1,166,2,46,0.925,1.6862,2.5833,2.4,254.1,0,0,-44.949,0.22461,0,0,1,0
NaN,NaN,1,166,2,46,0.85,1.8562,2.675,2.4,339.47,1,2,NaN,NaN,0,1,1,0
NaN,NaN,1,166,2,46,0.7,1.8068,2.6,2.4,312.06,1,2,NaN,NaN,1,0,1,0
0.37207,0,1,166,2,46,0.675,1.9709,2.6417,2.6,63.623,1,1,-32.975,0.1582,0,0,1,0
NaN,NaN,1,166,2,46,0.675,1.6002,2.6583,2.4,218.19,1,2,NaN,NaN,1,0,1,0
0.38281,0,1,166,2,46,0.55,1.6343,2.0583,2.4,237.22,1,1,-46.836,0.25586,0,0,1,0
0.37598,0,1,166,2,46,0.975,1.8805,2.5417,2.4,288.01,1,1,-58.64,0.26074,0,0,1,0
0.38672,1,1,166,2,46,1,1.6705,2.9167,2.6,72.158,1,2,-63.827,0.23535,0,0,1,0
NaN,NaN,1,166,2,46,0.9,1.8281,2.8,2.6,54.549,1,2,NaN,NaN,0,1,1,0
NaN,NaN,1,166,2,46,0.75,1.617,2.7083,2.4,212.18,0,0,NaN,NaN,0,0,0,0
NaN,NaN,1,166,2,46,0.625,1.5847,2.3,2.4,59.933,1,2,NaN,NaN,1,1,0,0
NaN,NaN,1,166,2,46,0.725,1.6645,2.3083,2.4,351.68,1,2,NaN,NaN,1,0,1,0
NaN,NaN,1,166,2,46,0.975,1.6213,2.575,2.6,202.66,1,1,NaN,NaN,0,1,1,0
NaN,NaN,1,166,2,46,0.7,1.6852,2.4,2.6,289.96,1,2,NaN,NaN,0,0,0,0
NaN,NaN,1,166,2,46,0.675,1.7426,2.4083,2.4,334.71,1,1,NaN,NaN,0,0,0,0
0.36816,1,1,166,2,46,0.75,1.9223,2.3833,2.6,305.24,1,2,-30.147,0.26367,0,0,1,0
NaN,NaN,1,166,2,46,0.525,1.7507,2.0583,2.4,213.12,1,1,NaN,NaN,0,1,1,0
0.45703,1,1,166,2,46,0.725,1.9321,2.4917,2.4,35.493,1,2,-36.083,0.23535,0,0,1,0
0.52832,1,1,166,2,46,0.675,1.7219,2.2583,2.4,133.9,0,0,-5.0743,0.22363,0,0,1,0
0.47461,1,1,166,2,46,0.8,1.7433,2.6583,2.4,351.61,1,2,-37.107,0.25098,0,0,1,0
NaN,NaN,1,166,2,46,0.95,1.7521,2.9083,2.6,256.14,1,1,NaN,NaN,0,0,0,0
NaN,NaN,1,166,2,46,0.8,1.7877,2.325,2.6,159.77,1,2,NaN,NaN,0,1,1,0
NaN,NaN,1,166,2,46,1,1.8213,2.9833,2.4,314.82,1,2,NaN,NaN,0,1,0,0
0.37695,0,1,166,2,46,0.575,1.7431,2.375,2.4,264.23,1,1,-65.814,0.2207,0,0,1,0
NaN,NaN,1,166,2,46,0.675,1.5982,2.225,2.6,264.29,1,2,NaN,NaN,1,0,0,0
NaN,NaN,1,166,2,46,1,1.8606,2.9083,2.4,320.78,1,1,NaN,NaN,1,0,1,0
NaN,NaN,1,166,2,46,0.6,1.5087,2.325,2.4,21.295,1,1,NaN,NaN,0,1,1,0
NaN,NaN,1,166,2,46,0.55,1.894,2.275,2.4,236.98,1,1,NaN,NaN,1,1,0,0
NaN,NaN,1,166,2,46,0.55,1.7437,2.5167,2.4,127.48,1,1,NaN,NaN,0,1,1,0
0.45605,0,1,166,2,46,0.65,1.8803,2.5,2.4,82.555,1,1,-19.969,0.2041,0,0,1,0
NaN,NaN,1,166,2,46,0.675,1.5781,2.2083,2.4,128.3,1,1,NaN,NaN,0,0,0,0
0.40625,0,1,166,2,46,0.7,1.5838,2.4583,2.4,2.1926,1,1,-32.744,0.27148,0,0,1,0
0.46582,0,1,166,2,46,0.625,1.5761,2.225,2.4,132.21,1,1,-41.488,0.24609,0,0,1,0
NaN,NaN,1,166,2,46,1,1.8045,2.5917,2.4,266.64,1,1,NaN,NaN,1,1,1,0
0.39355,0,1,166,2,46,0.85,1.6575,2.725,2.4,135.93,1,1,-35.823,0.20703,0,0,1,0
NaN,NaN,1,166,2,46,0.5,1.9859,2.1417,2.4,119.78,0,0,NaN,NaN,0,0,0,0
NaN,NaN,1,166,2,46,0.75,1.5444,2.2667,2.4,24.034,1,2,NaN,NaN,0,0,0,0
NaN,NaN,1,166,2,46,1,1.6457,2.7083,2.6,110.81,0,0,NaN,NaN,1,0,0,0
NaN,NaN,1,166,2,46,0.875,1.5495,2.5833,2.4,262.7,1,1,NaN,NaN,1,0,0,0
NaN,NaN,1,166,2,46,0.525,1.9825,2.3,2.6,251.93,1,2,NaN,NaN,0,0,0,0
0.35254,0,1,166,2,46,0.875,1.6205,2.4333,2.4,188.85,1,1,-30.755,0.14551,0,0,1,0
0.55859,1,1,166,2,46,0.75,1.6023,2.5167,2.4,45.92,0,0,-23.592,0.18066,0,0,1,0
NaN,NaN,1,166,2,46,0.925,1.7443,2.8167,2.6,76.591,1,1,NaN,NaN,0,0,0,0
0.43066,1,4,166,2,46,0.575,1.6084,2.35,2.6,228.33,1,2,-21.561,0.17773,0,0,1,0
NaN,NaN,4,166,2,46,1,1.663,2.9083,2.4,26.857,1,1,NaN,NaN,1,0,1,0
0.36719,1,4,166,2,46,0.9,1.7875,2.875,2.4,99.392,1,2,-16.158,0.16699,0,0,1,0
NaN,NaN,4,166,2,46,0.525,1.9507,2.25,2.4,156.26,1,1,NaN,NaN,1,1,1,0
NaN,NaN,4,166,2,46,0.7,1.966,2.5083,2.6,339.23,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,0.675,1.6266,2.45,2.4,173.05,1,1,NaN,NaN,1,1,0,0
NaN,NaN,4,166,2,46,1,1.9935,2.525,2.6,67.71,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,0.85,1.8796,2.4917,2.6,44.974,1,2,NaN,NaN,1,1,1,0
NaN,NaN,4,166,2,46,0.675,1.9206,2.3333,2.4,180.19,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,0.6,1.7667,2.35,2.6,74.497,1,2,NaN,NaN,1,1,1,0
NaN,NaN,4,166,2,46,0.9,1.6615,2.85,2.4,195.91,1,1,NaN,NaN,1,0,1,0
NaN,NaN,4,166,2,46,0.55,1.6371,2.525,2.4,282.09,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,0.85,1.5157,2.6583,2.6,189,1,1,NaN,NaN,0,1,0,0
0.40137,0,4,166,2,46,0.875,1.6173,2.725,2.4,276.1,1,1,-30.023,0.20605,0,0,1,0
NaN,NaN,4,166,2,46,0.9,1.6755,2.725,2.6,314.41,0,0,NaN,NaN,1,0,1,0
0.51953,0,4,166,2,46,0.85,1.9455,2.7667,2.6,128.2,0,0,-33.58,0.13184,0,0,1,0
NaN,NaN,4,166,2,46,0.975,1.7432,2.9333,2.6,55.622,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,1,1.9318,2.7667,2.6,10.953,1,2,NaN,NaN,1,1,1,0
NaN,NaN,4,166,2,46,0.55,1.813,2.4167,2.6,212.45,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,1,1.9514,2.7083,2.6,255.88,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,0.825,1.6723,2.525,2.4,322.3,1,1,NaN,NaN,1,0,1,0
0.4502,1,4,166,2,46,0.725,1.8646,2.3667,2.4,228.63,1,2,-13.28,0.20996,0,0,1,0
NaN,NaN,4,166,2,46,0.8,1.8494,2.7083,2.4,67.025,1,1,NaN,NaN,1,1,0,0
NaN,NaN,4,166,2,46,0.5,1.7988,2.2583,2.4,183.04,1,1,NaN,NaN,1,0,1,0
NaN,NaN,4,166,2,46,0.625,1.6725,2.5833,2.4,202.87,1,2,NaN,NaN,1,0,1,0
0.43066,0,4,166,2,46,0.525,1.8238,2.1833,2.4,149.28,1,1,-47.63,0.24707,0,0,1,0
NaN,NaN,4,166,2,46,1,1.5257,2.5167,2.6,64.193,1,2,NaN,NaN,0,1,1,0
0.42969,1,4,166,2,46,0.875,1.5197,2.8583,2.6,70.502,1,2,-24.791,0.25684,0,0,1,0
0.38477,1,4,166,2,46,0.825,1.6049,2.35,2.6,259.57,1,2,-32.058,0.21387,0,0,1,0
NaN,NaN,4,166,2,46,0.85,1.5055,2.625,2.4,9.5777,1,1,NaN,NaN,1,1,0,0
0.45605,0,4,166,2,46,0.975,1.9461,2.6917,2.6,75.049,1,1,-33.259,0.24023,0,0,1,0
NaN,NaN,4,166,2,46,0.9,1.9654,2.6583,2.6,247.66,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,0.675,1.6724,2.5083,2.4,91.907,1,1,NaN,NaN,0,1,1,0
0.39844,1,4,166,2,46,0.55,1.9566,2.4833,2.6,149.72,1,2,-34.879,0.21777,0,0,1,0
NaN,NaN,4,166,2,46,0.9,1.5916,2.7083,2.6,249.41,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,0.925,1.5735,2.7083,2.6,207.44,1,2,NaN,NaN,1,0,1,0
NaN,NaN,4,166,2,46,0.55,1.5752,2.45,2.6,226.06,1,2,NaN,NaN,0,1,0,0
NaN,NaN,4,166,2,46,0.6,1.999,2.4833,2.6,69.4,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,0.575,1.749,2.4667,2.6,29.395,1,2,NaN,NaN,0,1,1,0
0.49902,0,4,166,2,46,0.7,1.811,2.4667,2.4,160.06,1,1,-38.149,0.24023,0,0,1,0
0.38477,0,4,166,2,46,0.975,1.7149,2.8083,2.6,51.557,1,1,-35.455,0.19434,0,0,1,0
NaN,NaN,4,166,2,46,0.95,1.6346,2.4583,2.6,290.96,1,1,NaN,NaN,1,0,1,0
0.44824,1,4,166,2,46,0.7,1.9331,2.5667,2.6,169.17,1,2,-31.532,0.25098,0,0,1,0
NaN,NaN,4,166,2,46,0.85,1.5021,2.7833,2.4,29.083,1,1,NaN,NaN,1,1,0,0
NaN,NaN,4,166,2,46,0.725,1.9497,2.3083,2.6,128.58,1,1,NaN,NaN,0,0,0,0
NaN,NaN,4,166,2,46,0.625,1.8448,2.55,2.6,32.685,1,2,NaN,NaN,0,1,0,0
0.38281,1,4,166,2,46,0.725,1.7738,2.5667,2.6,93.926,1,2,-36.761,0.24219,0,0,1,0
NaN,NaN,4,166,2,46,0.825,1.7447,2.75,2.6,151.45,1,2,NaN,NaN,1,0,0,0
NaN,NaN,4,166,2,46,0.925,1.5053,2.65,2.6,71.517,1,2,NaN,NaN,1,1,1,0
NaN,NaN,4,166,2,46,0.7,1.5603,2.5333,2.4,155.37,1,1,NaN,NaN,0,1,0,0
NaN,NaN,4,166,2,46,0.5,1.5836,2.0917,2.6,328.35,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,1,1.5107,2.9,2.6,320.02,1,2,NaN,NaN,1,1,1,0
0.43652,1,4,166,2,46,0.775,1.5163,2.7,2.6,296.47,1,2,-41.492,0.27344,0,0,1,0
NaN,NaN,4,166,2,46,0.8,1.9569,2.425,2.6,268.78,1,2,NaN,NaN,1,1,0,0
NaN,NaN,4,166,2,46,0.975,1.9342,2.5833,2.4,102.68,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,0.975,1.6793,2.8167,2.4,94.815,0,0,NaN,NaN,0,0,0,0
NaN,NaN,4,166,2,46,0.55,1.6659,2.3333,2.4,123.34,1,2,NaN,NaN,0,0,0,0
NaN,NaN,4,166,2,46,0.65,1.5647,2.5583,2.4,322.12,1,1,NaN,NaN,0,1,1,0
0.49805,0,4,166,2,46,0.85,1.5963,2.375,2.4,3.7916,1,1,-37.134,0.2207,0,0,1,0
0.4043,0,4,166,2,46,0.775,1.773,2.3833,2.6,337.19,1,1,-0.73279,0.20508,0,0,1,0
NaN,NaN,4,166,2,46,0.95,1.8717,2.8083,2.6,161.47,1,2,NaN,NaN,1,1,1,0
NaN,NaN,4,166,2,46,0.95,1.5273,2.4917,2.4,15.329,1,1,NaN,NaN,1,1,0,0
0.47266,1,4,166,2,46,0.875,1.8572,2.6333,2.4,159.93,1,2,-23.468,0.20703,0,0,1,0
NaN,NaN,4,166,2,46,0.825,1.5877,2.6,2.6,280.54,1,2,NaN,NaN,1,0,1,0
NaN,NaN,4,166,2,46,0.725,1.6686,2.4583,2.6,87.256,0,0,NaN,NaN,0,0,0,0
NaN,NaN,4,166,2,46,0.725,1.5027,2.525,2.6,10.845,1,2,NaN,NaN,1,1,0,0
0.53809,1,4,166,2,46,0.875,1.9767,2.5417,2.4,254.26,0,0,-70.691,0.24902,0,0,1,0
0.3877,0,4,166,2,46,0.625,1.9143,2.3833,2.4,87.51,1,1,-37.455,0.25488,0,0,1,0
NaN,NaN,4,166,2,46,0.75,1.7338,2.675,2.6,214.06,1,2,NaN,NaN,1,0,1,0
NaN,NaN,4,166,2,46,0.7,1.5301,2.3083,2.6,173.22,1,1,NaN,NaN,0,0,0,0
NaN,NaN,4,166,2,46,0.875,1.9543,2.8583,2.4,277.45,1,1,NaN,NaN,0,1,0,0
NaN,NaN,4,166,2,46,0.7,1.5228,2.675,2.6,287.71,1,2,NaN,NaN,1,1,1,0
NaN,NaN,4,166,2,46,0.875,1.709,2.3917,2.6,243.64,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,0.975,1.639,2.8417,2.6,345.14,1,2,NaN,NaN,0,1,0,0
NaN,NaN,4,166,2,46,0.625,1.7716,2.1333,2.4,153.13,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,166,2,46,0.875,1.78,2.425,2.4,239.5,1,2,NaN,NaN,0,1,1,0
0.55078,1,4,166,2,46,0.7,1.7316,2.6333,2.6,106.66,0,0,-9.6668,0.24414,0,0,1,0
NaN,NaN,4,166,2,46,0.925,1.9498,2.7,2.6,265.09,1,2,NaN,NaN,0,1,1,0
0.49707,1,4,166,2,46,0.65,1.579,2.4917,2.4,100.67,1,2,-29.079,0.25293,0,0,1,0
NaN,NaN,4,166,2,46,0.65,1.5182,2.1917,2.6,277.83,1,2,NaN,NaN,0,1,1,0
0.40723,0,5,166,2,46,0.625,1.9824,2.4167,2.4,228.28,1,1,-30.378,0.1709,0,0,1,0
0.55957,1,5,166,2,46,0.675,1.6404,2.575,2.6,268.08,1,2,-33.102,0.21094,0,0,1,0
0.46387,1,5,166,2,46,0.925,1.5915,2.5083,2.6,332.52,1,2,-18.198,0.22949,0,0,1,0
0.4043,0,5,166,2,46,0.85,1.7096,2.7917,2.4,160.75,1,1,-26.108,0.16309,0,0,1,0
0.4502,0,5,166,2,46,0.8,1.85,2.4333,2.6,14.86,1,1,-58.11,0.21191,0,0,1,0
NaN,NaN,5,166,2,46,0.625,1.541,2.525,2.6,18.553,1,2,NaN,NaN,0,1,1,0
0.43457,0,5,166,2,46,1,1.8706,2.5833,2.4,271.04,1,1,-31.092,0.22559,0,0,1,0
0.77637,1,5,166,2,46,0.65,1.5231,2.3083,2.6,271.55,1,2,-19.851,0.26758,0,0,1,0
0.64258,1,5,166,2,46,0.6,1.8248,2.225,2.6,266.87,1,2,-23.019,0.18848,0,0,1,0
NaN,NaN,5,166,2,46,0.5,1.8813,2.3167,2.6,356.75,1,2,NaN,NaN,1,0,0,0
NaN,NaN,5,166,2,46,0.925,1.9241,2.9,2.4,108.39,1,2,NaN,NaN,0,0,0,0
NaN,NaN,5,166,2,46,0.925,1.5745,2.5333,2.6,343.2,1,2,NaN,NaN,1,1,1,0
0.58301,1,5,166,2,46,1,1.6741,2.6667,2.4,37.315,1,2,-18.675,0.2002,0,0,1,0
0.53906,0,5,166,2,46,1,1.5978,2.7583,2.6,322.35,1,1,-13.519,0.13867,0,0,1,0
NaN,NaN,5,166,2,46,0.875,1.9402,2.8583,2.4,135.73,1,1,NaN,NaN,0,0,0,0
0.56445,1,5,166,2,46,0.95,1.6517,2.6083,2.4,36.806,1,2,-9.6711,0.19629,0,0,1,0
NaN,NaN,5,166,2,46,0.65,1.9939,2.4417,2.6,298.99,1,2,NaN,NaN,1,0,1,0
NaN,NaN,5,166,2,46,0.85,1.5762,2.6667,2.6,205.78,1,1,NaN,NaN,1,0,1,0
NaN,NaN,5,166,2,46,0.8,1.9306,2.475,2.6,293.33,1,2,NaN,NaN,0,0,0,0
NaN,NaN,5,166,2,46,0.95,1.9918,2.7417,2.6,343.68,1,1,NaN,NaN,0,0,0,0
NaN,NaN,5,166,2,46,0.95,1.611,2.8667,2.4,53.067,1,1,NaN,NaN,0,1,0,0
0.64551,0,5,166,2,46,0.925,1.6985,2.8417,2.4,61.41,1,1,-45.538,0.20996,0,0,1,0
NaN,NaN,5,166,2,46,0.8,1.7429,2.325,2.6,298.58,1,1,NaN,NaN,1,0,1,0
0.56543,1,5,166,2,46,0.925,1.8956,2.65,2.4,311.84,1,2,-21.589,0.17969,0,0,1,0
0.53516,1,5,166,2,46,0.55,1.9846,2.1167,2.6,60.258,1,2,-76.893,0.24414,0,0,1,0
NaN,NaN,5,166,2,46,1,1.5476,2.8333,2.6,94.544,1,1,NaN,NaN,0,0,0,0
NaN,NaN,5,166,2,46,0.6,1.7032,2.3667,2.4,244.86,1,1,NaN,NaN,1,0,0,0
0.58301,1,5,166,2,46,0.725,1.9872,2.3833,2.6,212.31,1,2,-0.11403,0.21387,0,0,1,0
NaN,NaN,5,166,2,46,0.675,1.7198,2.6333,2.4,23.007,1,2,NaN,NaN,0,0,0,0
NaN,NaN,5,166,2,46,0.875,1.996,2.4,2.4,170.96,1,2,NaN,NaN,1,0,1,0
0.5166,1,5,166,2,46,0.65,1.5781,2.6,2.6,114.24,1,2,-27.785,0.22461,0,0,1,0
0.44141,1,5,166,2,46,0.725,1.6448,2.4,2.6,205.9,1,2,-57.309,0.21387,0,0,1,0
0.49512,0,5,166,2,46,0.825,1.7034,2.7167,2.6,236.54,1,1,-46.809,0.22363,0,0,1,0
0.4209,1,5,166,2,46,0.6,1.6102,2.5083,2.6,299.6,1,2,-38.396,0.22852,0,0,1,0
0.5625,0,5,166,2,46,0.5,1.8739,2.25,2.6,27.757,1,1,-44.066,0.24414,0,0,1,0
NaN,NaN,5,166,2,46,0.825,1.9036,2.4,2.6,124.19,1,2,NaN,NaN,0,0,0,0
0.5752,0,5,166,2,46,0.575,1.5634,2.125,2.4,20.221,1,1,-28.498,0.25293,0,0,1,0
NaN,NaN,5,166,2,46,0.7,1.7163,2.375,2.4,224.05,1,2,NaN,NaN,0,0,0,0
0.51367,1,5,166,2,46,0.55,1.8001,2.1333,2.6,101.38,1,2,-27.364,0.21289,0,0,1,0
0.45117,0,5,166,2,46,0.825,1.5426,2.5667,2.4,69.961,1,1,-40.532,0.25,0,0,1,0
